vOTU_id,contig_id,protein_id,database,hit_id,hit_description,hit_category,evalue,bitscore,percent_identity,query_coverage,target_coverage,query_len,target_len,is_best_hit,focal_role
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_47,PHROG (MMseqs2 profile),phrog_191,CII-like transcriptional activator,transcription regulation,8.656e-93,292,100.0,0.907,0.99,97,103,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_48,PHROG (MMseqs2 profile),phrog_391,replication initiation O-like,"DNA, RNA and nucleotide metabolism",0.0,1296,100.0,0.96,1.0,299,245,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_48,PHROG (MMseqs2 profile),phrog_2514,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism",0.0,1074,100.0,0.98,0.984,299,243,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_48,PHROG (MMseqs2 profile),phrog_277,replication initiation O-like,"DNA, RNA and nucleotide metabolism",6.249e-301,904,100.0,0.987,0.904,299,311,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_48,PHROG (MMseqs2 profile),phrog_2365,replication initiation O-like,"DNA, RNA and nucleotide metabolism",2.204e-96,314,74.4,0.692,0.71,299,138,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_48,PHROG (MMseqs2 profile),phrog_16826,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism",1.475e-06,49,19.1,0.749,0.77,299,313,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_49,PHROG (MMseqs2 profile),phrog_109,P-like helicase loader,"DNA, RNA and nucleotide metabolism",8.6e-238,718,100.0,0.82,1.0,233,140,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_5,PHROG (MMseqs2 profile),phrog_53,head maturation protease,head and packaging,0.0,1614,100.0,0.991,1.0,439,280,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_5,PHROG (MMseqs2 profile),phrog_4759,(no PHROG annotation),unknown function,3.531e-59,212,42.6,0.638,0.767,439,193,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_50,PHROG (MMseqs2 profile),phrog_142,Ren-like exclusion protein,"moron, auxiliary metabolic gene and host takeover",1.71e-109,340,100.0,0.969,0.773,96,88,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_51,PHROG (MMseqs2 profile),phrog_72,NinB/ Orf homologous recombination mediator,"DNA, RNA and nucleotide metabolism",3.553e-227,682,100.0,0.979,0.993,146,134,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_52,PHROG (MMseqs2 profile),phrog_424,phosphoadenosine phosphosulfate reductase,"moron, auxiliary metabolic gene and host takeover",0.0,1695,100.0,0.99,0.991,290,329,True,cysH candidate
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_52,PHROG (MMseqs2 profile),phrog_5786,(no PHROG annotation),unknown function,5.964e-60,208,45.0,0.879,0.773,290,198,False,cysH candidate
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_52,PHROG (MMseqs2 profile),phrog_5288,(no PHROG annotation),unknown function,4.875e-39,147,69.6,0.359,0.975,290,80,False,cysH candidate
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_53,PHROG (MMseqs2 profile),phrog_171,NinG/ Rap DNA junction specific endonuclease,"DNA, RNA and nucleotide metabolism",1.448e-258,776,100.0,0.951,1.0,203,184,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_54,PHROG (MMseqs2 profile),phrog_268,(no PHROG annotation),unknown function,7.996e-63,204,100.0,0.838,1.0,68,58,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_55,PHROG (MMseqs2 profile),phrog_246,NinI-like serine-threonine phosphatase,other,0.0,1108,100.0,0.982,1.0,221,244,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_56,PHROG (MMseqs2 profile),phrog_127,anti-termination protein Q-like,transcription regulation,2.542e-271,813,100.0,0.99,0.994,207,179,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_57,PHROG (MMseqs2 profile),phrog_90,endolysin,lysis,9.211e-215,647,100.0,0.975,1.0,158,151,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_58,PHROG (MMseqs2 profile),phrog_13,Rz-like spanin,lysis,3.315e-198,599,100.0,0.967,1.0,153,139,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_58,PHROG (MMseqs2 profile),phrog_2934,(no PHROG annotation),unknown function,4.716e-18,80,68.9,0.366,0.762,153,63,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_6,PHROG (MMseqs2 profile),phrog_49,head decoration,head and packaging,1.304e-119,370,100.0,0.945,0.988,110,84,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_7,PHROG (MMseqs2 profile),phrog_3259,(no PHROG annotation),unknown function,4.684e-266,806,100.0,0.85,0.916,341,178,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_7,PHROG (MMseqs2 profile),phrog_6281,(no PHROG annotation),unknown function,4.452e-56,199,41.5,0.795,0.78,341,205,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_7,PHROG (MMseqs2 profile),phrog_6020,major head protein,head and packaging,5.292e-27,113,47.8,0.37,0.786,341,131,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_7,PHROG (MMseqs2 profile),phrog_2353,major head protein,head and packaging,2.599e-08,55,28.6,0.364,0.865,341,104,False,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_8,PHROG (MMseqs2 profile),phrog_92,DNA packaging chaperone FI,head and packaging,1.605e-153,469,100.0,0.962,0.961,132,127,True,
vOTU0018,TARATASF_NODE_16,TARATASF_NODE_16_9,PHROG (MMseqs2 profile),phrog_82,head closure Hc1,connector,3.349e-179,542,100.0,0.991,0.972,117,107,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_2,PHROG (MMseqs2 profile),phrog_10284,(no PHROG annotation),unknown function,2.601e-16,82,60.5,0.133,0.909,504,55,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_20,PHROG (MMseqs2 profile),phrog_2313,(no PHROG annotation),unknown function,1.789e-200,625,79.8,0.784,0.967,486,120,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_22,PHROG (MMseqs2 profile),phrog_651,head morphogenesis,head and packaging,2.475e-79,266,69.4,0.583,0.986,326,142,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_22,PHROG (MMseqs2 profile),phrog_882,(no PHROG annotation),unknown function,1.258e-67,232,60.4,0.601,0.884,326,146,False,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_22,PHROG (MMseqs2 profile),phrog_7563,(no PHROG annotation),unknown function,1.427e-18,87,48.4,0.291,0.839,326,62,False,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_27,PHROG (MMseqs2 profile),phrog_32482,PhoH-like phosphate starvation-inducible,other,0.0004273,43,14.4,0.685,0.98,766,541,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_3,PHROG (MMseqs2 profile),phrog_5848,(no PHROG annotation),unknown function,2.987e-84,267,100.0,0.933,0.966,90,87,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_32,PHROG (MMseqs2 profile),phrog_3337,(no PHROG annotation),unknown function,0.0,1839,100.0,0.958,0.992,641,381,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_32,PHROG (MMseqs2 profile),phrog_9187,(no PHROG annotation),unknown function,3.013e-96,329,54.1,0.498,0.893,641,150,False,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_35,PHROG (MMseqs2 profile),phrog_30655,virion structural protein,head and packaging,8.549e-06,49,13.4,0.952,0.733,967,1293,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_41,PHROG (MMseqs2 profile),phrog_2874,(no PHROG annotation),unknown function,8.038e-55,191,53.5,0.76,0.975,246,122,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_6,PHROG (MMseqs2 profile),phrog_1614,nucleotidyltransferase,"DNA, RNA and nucleotide metabolism",0.0,1180,100.0,0.757,1.0,469,169,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_6,PHROG (MMseqs2 profile),phrog_7967,(no PHROG annotation),unknown function,2.731e-13,72,22.6,0.505,0.843,469,299,False,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_6,PHROG (MMseqs2 profile),phrog_8260,virion structural protein,head and packaging,0.0001116,44,23.6,0.288,0.884,469,146,False,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_8,PHROG (MMseqs2 profile),phrog_374,HNH endonuclease,"DNA, RNA and nucleotide metabolism",1.184e-318,951,100.0,0.931,1.0,233,151,True,
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_9,PHROG (MMseqs2 profile),phrog_4815,receptor binding tail protein,tail,1.545e-240,722,71.2,1.0,0.883,170,571,True,folA candidate
vOTU0027,FCH3CGLCCXYL4FAA_NODE_14,FCH3CGLCCXYL4FAA_NODE_14_9,PHROG (MMseqs2 profile),phrog_2709,(no PHROG annotation),unknown function,2.115e-44,157,62.9,0.735,0.822,170,101,False,folA candidate
