"vOTU_id","protein_id","amg_contig_id","amg_contig_length","tools","dbids","descriptions","min_auxiliary_score","amg_flags","gene","gene_label","sample","representative_length_bp","reference_associated","in_primary_962","in_filtered_936","checkv_quality","class","family","predicted_replication_strategy","context_available","contig_total_genes","gene_position","genes_to_nearest_end","bp_to_nearest_end","on_contig_edge","flank_n","flank_annotated_frac","flank_viral_homolog_n","viral_homolog_left_n","viral_homolog_right_n","flanked_both_sides_by_viral","flank_structural_n","flank_mobile_n","focal_ko","focal_kegg","focal_viral_hit","focal_vogdb","focal_aux_score","focal_amg_flags","focal_is_structural_annotated","focal_is_mobile","annotation_conflict","screen_a_context","screen_b_not_edge","screen_c_no_mobile","screen_d_viral_flanks","screen_e_annotated","screen_f_no_conflict","screen_g_aux_ok","locus_screen_pass","dramv_flags_chr","gios_aux_le3","gios_has_M","gios_no_TFVAPB","strict_DRAMv","amg_contig_ge10kb","AUTOMATED_SCREEN_VERDICT","AUTOMATED_SCREEN_RATIONALE","in_T1_962","in_T3_962","in_T4_962","in_T5_962","in_T1_936","in_T3_936","in_T4_936","in_T5_936"
"vOTU0123","FCH3CGLCCXYL4FAA_NODE_108_32","FCH3CGLCCXYL4FAA_NODE_108",15089,"VIBRANT","K00568","ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]",NA,"","ubiG","ubiG","BS",15089,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,32,32,0,0,TRUE,5,0.6,3,3,0,FALSE,1,0,"","","YP_009052362.1 putative SAM dependent methyltransferase [Aureococcus anophagefferens virus]","REFSEQ methyltransferase; Xu",5,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 32/32; 0 genes and      0 bp from nearest contig end; 60% of flanking genes annotated; 3/0 viral-origin neighbours left/right; 1 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 5 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0124","FCH3CGLCCXYL2DAA_NODE_211_6","FCH3CGLCCXYL2DAA_NODE_211",15072,"VIBRANT","K22227","ahbD; heme synthase",NA,"","ahbD","ahbD","SA",15072,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","temperate",TRUE,26,6,5,1964,TRUE,10,0.2,1,0,1,FALSE,0,1,"","","","",4,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 6/26; 5 genes and  1,964 bp from nearest contig end; 20% of flanking genes annotated; 0/1 viral-origin neighbours left/right; 0 structural-hallmark and 1 mobile-element neighbours; DRAM-v aux score 4 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0129","FCH3CGLCCXYL4FAA_NODE_112_9","FCH3CGLCCXYL4FAA_NODE_112",14969,"DRAM-v + VIBRANT","K09882","cobS; cobaltochelatase CobS [EC:6.6.1.2]",2,"MF","cobS","cobS","BS",14969,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,18,9,8,4886,TRUE,10,0.5,5,3,2,TRUE,0,0,"K09882","cobaltochelatase CobS [EC:6.6.1.2]","YP_007517974.1 porphyrin biosynthesis [Pelagibacter phage HTVC008M]","REFSEQ porphyrin biosynthesis; Xu",2,"MF",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"MF",TRUE,TRUE,FALSE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 9/18; 8 genes and  4,886 bp from nearest contig end; 50% of flanking genes annotated; 3/2 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'MF'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0131","FCH3CGLCCXYL4FAA_NODE_114_11","FCH3CGLCCXYL4FAA_NODE_114",14877,"DRAM-v","GT2","GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",3,"M","GT2 cellulose synthase (EC 2.4.1.12)","GT2 glycosyltransferase (CAZy, broad specificity)","BS",14877,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,20,11,9,6538,FALSE,10,0.6,6,4,2,TRUE,0,0,"","","","",3,"M",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"M",TRUE,TRUE,TRUE,TRUE,TRUE,"PASS - all seven screen criteria met","gene 11/20; 9 genes and  6,538 bp from nearest contig end; 60% of flanking genes annotated; 4/2 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'M'",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"vOTU0131","FCH3CGLCCXYL4FAA_NODE_114_12","FCH3CGLCCXYL4FAA_NODE_114",14877,"VIBRANT","K00012","UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]",NA,"","ugd","ugd","BS",14877,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,20,12,8,5432,FALSE,10,0.5,5,4,1,TRUE,0,0,"","","YP_004324311.1 UDP-glucose dehydrogenase [Synechococcus phage S-SSM7]","sp|O33952|UDG8_ECOLX UDP-glucose 6-dehydrogenase; Xh",3,"",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"PASS - all seven screen criteria met","gene 12/20; 8 genes and  5,432 bp from nearest contig end; 50% of flanking genes annotated; 4/1 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags ''",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"vOTU0131","FCH3CGLCCXYL4FAA_NODE_114_13","FCH3CGLCCXYL4FAA_NODE_114",14877,"DRAM-v","K06217","phoH; phosphate starvation-inducible protein",3,"MKF","phoH","phoH","BS",14877,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,20,13,7,4643,TRUE,10,0.5,5,4,1,TRUE,0,0,"K06217","phosphate starvation-inducible protein PhoH and related proteins","YP_009196258.1 PhoH-like phosphate starvation-inducible [Pseudomonas phage PaMx11]","sp|P46343|PHOL_BACSU PhoH-like protein; Xh",3,"MKF",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"MKF",TRUE,TRUE,FALSE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 13/20; 7 genes and  4,643 bp from nearest contig end; 50% of flanking genes annotated; 4/1 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'MKF'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0131","FCH3CGLCCXYL4FAA_NODE_114_9","FCH3CGLCCXYL4FAA_NODE_114",14877,"DRAM-v","K01520","dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]",3,"M","dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]","dUTP pyrophosphatase","BS",14877,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,20,9,8,5867,FALSE,10,0.5,5,2,3,TRUE,0,0,"K01520","dUTP diphosphatase [EC:3.6.1.23]","YP_009830465.1 dUTPase [Nodularia phage vB_NpeS-2AV2]","REFSEQ Dut dUTPase; Xu",3,"M",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"M",TRUE,TRUE,TRUE,TRUE,TRUE,"PASS - all seven screen criteria met","gene 9/20; 8 genes and  5,867 bp from nearest contig end; 50% of flanking genes annotated; 2/3 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'M'",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"vOTU0132","FCH3CGLCCXYL4FAA_NODE_116_14","FCH3CGLCCXYL4FAA_NODE_116",14680,"VIBRANT","K00568","ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]",NA,"","ubiG","ubiG","BS",14680,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,19,14,5,6321,FALSE,10,0.3,3,1,2,TRUE,3,0,"","","","",1,"",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (e) - flanked predominantly by unannotated / hypothetical genes","gene 14/19; 5 genes and  6,321 bp from nearest contig end; 30% of flanking genes annotated; 1/2 viral-origin neighbours left/right; 3 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 1 flags ''",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0142","FCH3CGLCCXYL4FAA_NODE_125_11","FCH3CGLCCXYL4FAA_NODE_125",14435,"DRAM-v","K01494","dCTP deaminase [EC:3.5.4.13] [RN:R02325]",2,"M","dCTP deaminase [EC:3.5.4.13] [RN:R02325]","dCTP deaminase","BS",14435,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,18,11,7,5270,FALSE,10,0.3,3,2,1,TRUE,1,0,"K01494","dCTP deaminase [EC:3.5.4.13]","YP_009598827.1 dCTP deaminase [Ralstonia phage RP12]","",2,"M",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"M",TRUE,TRUE,TRUE,TRUE,TRUE,"FAIL (e) - flanked predominantly by unannotated / hypothetical genes","gene 11/18; 7 genes and  5,270 bp from nearest contig end; 30% of flanking genes annotated; 2/1 viral-origin neighbours left/right; 1 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'M'",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"vOTU0157","FCH3CGLCCXYL4FAA_NODE_139_27","FCH3CGLCCXYL4FAA_NODE_139",13887,"VIBRANT","K09882","cobS; cobaltochelatase CobS [EC:6.6.1.2]",NA,"","cobS","cobS","BS",13887,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,28,27,1,611,TRUE,6,0.333333333333333,2,1,1,TRUE,0,0,"","","YP_009005951.1 porphyrin biosynthesis [Rhizobium phage vB_RglS_P106B]","REFSEQ porphyrin biosynthesis; Xu",3,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 27/28; 1 genes and    611 bp from nearest contig end; 33% of flanking genes annotated; 1/1 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0158","FCH3CGLCCXYL4FAA_NODE_140_16","FCH3CGLCCXYL4FAA_NODE_140",13856,"VIBRANT","K15372","toa; taurine---2-oxoglutarate transaminase [EC:2.6.1.55]",NA,"","toa","toa","BS",13856,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,19,16,3,3327,TRUE,8,0.25,2,1,1,TRUE,1,0,"","","YP_010804038.1 L-lysine 6-transaminase [Fadolivirus algeromassiliense]","",3,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 16/19; 3 genes and  3,327 bp from nearest contig end; 25% of flanking genes annotated; 1/1 viral-origin neighbours left/right; 1 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0158","FCH3CGLCCXYL4FAA_NODE_140_7","FCH3CGLCCXYL4FAA_NODE_140",13856,"VIBRANT","K08679","E5.1.3.6; UDP-glucuronate 4-epimerase [EC:5.1.3.6]",NA,"","E5.1.3.6","UDP-glucuronate 4-epimerase","BS",13856,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,19,7,6,3284,TRUE,10,0.1,1,1,0,FALSE,0,0,"","","YP_010114513.1 nucleotide-sugar epimerase [Flavobacterium phage vB_FspM_immuto_2-6A]","sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7; Xh",3,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 7/19; 6 genes and  3,284 bp from nearest contig end; 10% of flanking genes annotated; 1/0 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0162","FCH3CGLCCXYL4FAA_NODE_144_12","FCH3CGLCCXYL4FAA_NODE_144",13644,"VIBRANT","K14335","pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]",NA,"","pimC","pimC","BS",13644,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,17,12,5,4943,TRUE,10,0.5,5,1,4,TRUE,0,0,"","","YP_005098313.1 glycosyltransferase [Synechococcus phage S-CBS4]","sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335; Xh",2,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 12/17; 5 genes and  4,943 bp from nearest contig end; 50% of flanking genes annotated; 1/4 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0165","FCH3CGLCCXYL4FAA_NODE_146_13","FCH3CGLCCXYL4FAA_NODE_146",13529,"VIBRANT","K01270","pepD; dipeptidase D [EC:3.4.13.-]",NA,"","pepD","pepD","BS",13529,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,22,13,9,4375,TRUE,10,0.3,3,2,1,TRUE,0,0,"","","YP_010356577.1 peptidase [Cellulophaga phage Calle_1]","REFSEQ peptidase; Xu",3,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 13/22; 9 genes and  4,375 bp from nearest contig end; 30% of flanking genes annotated; 2/1 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0177","FCH3CGLCCXYL4FAA_NODE_157_25","FCH3CGLCCXYL4FAA_NODE_157",12996,"VIBRANT","K00390","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]",NA,"","cysH","cysH","BS",12996,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,25,25,0,361,TRUE,5,0.8,4,4,0,FALSE,0,0,"","","YP_010645579.1 IbrA [Streptococcus phage CHPC1148]","sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290; Xu",5,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 25/25; 0 genes and    361 bp from nearest contig end; 80% of flanking genes annotated; 4/0 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 5 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0180","FCH3CGLCCXYL2EAA_NODE_222_20","FCH3CGLCCXYL2EAA_NODE_222",12866,"VIBRANT","K00558","DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",NA,"","dcm","dcm","IA",12866,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,34,20,14,5686,FALSE,10,0.2,2,1,1,TRUE,1,0,"","","YP_009124072.1 DNA methyltransferase [Mycobacterium phage Minerva]","REFSEQ DNA methyltransferase; Xu",3,"",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (e) - flanked predominantly by unannotated / hypothetical genes","gene 20/34; 14 genes and  5,686 bp from nearest contig end; 20% of flanking genes annotated; 1/1 viral-origin neighbours left/right; 1 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 3 flags ''",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0193","FCH3CGLCCXYL4FAA_NODE_176_27","FCH3CGLCCXYL4FAA_NODE_176",12243,"VIBRANT","K15634","gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]",NA,"","gpmB","gpmB","BS",12243,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,29,27,2,695,TRUE,7,0.285714285714286,2,2,0,FALSE,0,0,"","","YP_009595955.1 phosphoglycerate mutase [Acinetobacter phage vB_AbaM_ME3]","",4,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 27/29; 2 genes and    695 bp from nearest contig end; 29% of flanking genes annotated; 2/0 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 4 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0199","FCH3CGLCCXYL4FAA_NODE_182_12","FCH3CGLCCXYL4FAA_NODE_182",12071,"VIBRANT","K12450","RHM; UDP-glucose 4,6-dehydratase [EC:4.2.1.76]",NA,"","RHM","RHM","BS",12071,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,16,12,4,3051,TRUE,9,0.777777777777778,7,5,2,TRUE,0,0,"","","YP_009329336.1 NAD dependent epimerase/dehydratase, putative [Cedratvirus A11]","sp|Q5UPS5|YL780_MIMIV Uncharacterized protein L780; Xu",2,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 12/16; 4 genes and  3,051 bp from nearest contig end; 78% of flanking genes annotated; 5/2 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0199","FCH3CGLCCXYL4FAA_NODE_182_13","FCH3CGLCCXYL4FAA_NODE_182",12071,"VIBRANT","K00973","E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]",NA,"","rffH","rffH","BS",12071,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,16,13,3,2173,TRUE,8,0.75,6,5,1,TRUE,0,0,"K00973","glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]","YP_009987270.1 glucose-1-phosphate thymidylyltransferase [Escherichia phage VEcB]","sp|P55257|RMLA_YEREN Glucose-1-phosphate thymidylyltransferase; Xh",2,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 13/16; 3 genes and  2,173 bp from nearest contig end; 75% of flanking genes annotated; 5/1 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0199","FCH3CGLCCXYL4FAA_NODE_182_14","FCH3CGLCCXYL4FAA_NODE_182",12071,"VIBRANT","K01710","E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",NA,"","rffG","rffG","BS",12071,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,16,14,2,1229,TRUE,7,0.714285714285714,5,5,0,FALSE,0,0,"","","YP_010356397.1 MAG: nucleotide-sugar epimerase [Dompiswa phage TSP7_1]","sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7; Xh",2,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 14/16; 2 genes and  1,229 bp from nearest contig end; 71% of flanking genes annotated; 5/0 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0207","TARATASF_NODE_171_8","TARATASF_NODE_171",11809,"DRAM-v","K01520","dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]",2,"MF","dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]","dUTP pyrophosphatase","DA",11809,TRUE,TRUE,FALSE,"Low-quality","Caudoviricetes","","virulent",TRUE,19,8,7,2334,TRUE,10,0.4,4,2,2,TRUE,0,1,"K01520","dUTP diphosphatase [EC:3.6.1.23]","YP_009818504.1 dUTPase [Streptomyces phage Hiyaa]","",2,"MF",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"MF",TRUE,TRUE,FALSE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 8/19; 7 genes and  2,334 bp from nearest contig end; 40% of flanking genes annotated; 2/2 viral-origin neighbours left/right; 0 structural-hallmark and 1 mobile-element neighbours; DRAM-v aux score 2 flags 'MF'",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"vOTU0211","FCH3CGLCCXYL4FAA_NODE_193_1","FCH3CGLCCXYL4FAA_NODE_193",11720,"VIBRANT","K12452","ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]",NA,"","rfbH","rfbH","BS",11720,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,13,1,0,2,TRUE,5,0.4,2,0,2,FALSE,0,0,"","","YP_009778938.1 aminotransferase [Synechococcus phage ACG-2014f_Syn7803US26]","sp|Q9ALN8|SPNQ_SACSN dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase; Xh",5,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 1/13; 0 genes and      2 bp from nearest contig end; 40% of flanking genes annotated; 0/2 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 5 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0211","FCH3CGLCCXYL4FAA_NODE_193_2","FCH3CGLCCXYL4FAA_NODE_193",11720,"VIBRANT","K01711","gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]",NA,"","GMDS","GMDS","BS",11720,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,13,2,1,1033,TRUE,6,0.333333333333333,2,1,1,TRUE,0,0,"K01711","GDPmannose 4,6-dehydratase [EC:4.2.1.47]","YP_010669814.1 nucleotide-sugar epimerase [Synechococcus phage S-SCSM1]","sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7; Xh",2,"F",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 2/13; 1 genes and  1,033 bp from nearest contig end; 33% of flanking genes annotated; 1/1 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 2 flags 'F'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"vOTU0216","FCH3CGLCCXYL4FAA_NODE_198_12","FCH3CGLCCXYL4FAA_NODE_198",11596,"VIBRANT","K09882","cobS; cobaltochelatase CobS [EC:6.6.1.2]",NA,"","cobS","cobS","BS",11596,FALSE,TRUE,TRUE,"Low-quality","Caudoviricetes","","virulent",TRUE,12,12,0,30,TRUE,5,0.8,4,4,0,FALSE,0,0,"K09882","cobaltochelatase CobS [EC:6.6.1.2]","YP_007517974.1 porphyrin biosynthesis [Pelagibacter phage HTVC008M]","REFSEQ porphyrin biosynthesis; Xu",5,"MF",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,"FAIL (b) - candidate lies at or within 5 kb of a contig boundary","gene 12/12; 0 genes and     30 bp from nearest contig end; 80% of flanking genes annotated; 4/0 viral-origin neighbours left/right; 0 structural-hallmark and 0 mobile-element neighbours; DRAM-v aux score 5 flags 'MF'",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
